Geneid	Chr	Start	End	Strand	Length	AC2R1
Gene_010744	Random_Chr_028	35284	36819	-	1535	2
Gene_010745	Random_Chr_028	38314	38690	+	376	82
Gene_010746	Random_Chr_028	38800	43848	+	5048	12
Gene_010747	Random_Chr_028	43987	46178	-	2191	1652
Gene_010748	Random_Chr_028	46375	46737	-	362	105
Gene_010749	Random_Chr_028	47258	52011	+	4753	3253
Gene_010750	Random_Chr_028	52042	52644	-	602	140
Gene_010751	Random_Chr_028	53493	54553	-	1060	454
Gene_010752	Random_Chr_028	54994	57750	+	2756	598
Gene_010753	Random_Chr_028	57874	59115	+	1241	110
Gene_010754	Random_Chr_028	59274	59705	+	431	1
Gene_010755	Random_Chr_028	60454	61851	+	1397	271
Gene_010756	Random_Chr_028	61992	62643	-	651	3
Gene_010757	Random_Chr_028	62827	64100	+	1273	15
Gene_010758	Random_Chr_028	64486	64924	+	438	1
Gene_010759	Random_Chr_028	67691	75351	-	7660	4814
Gene_010760	Random_Chr_028	75796	77814	-	2018	1
Gene_010761	Random_Chr_028	81101	83458	+	2357	9772
Gene_010762	Random_Chr_028	83588	85216	+	1628	87
Gene_010763	Random_Chr_028	85394	86135	+	741	108
Gene_010764	Random_Chr_028	86333	87575	-	1242	1710
Gene_010765	Random_Chr_028	88017	92284	+	4267	525
Gene_010766	Random_Chr_028	92458	93015	-	557	22
Gene_010767	Random_Chr_028	93271	95392	+	2121	1575
Gene_010768	Random_Chr_028	95394	95905	-	511	286
Gene_010769	Random_Chr_028	95907	96686	-	779	309
Gene_010770	Random_Chr_028	96689	98088	+	1399	313
Gene_010771	Random_Chr_028	98142	99404	-	1262	295
Gene_010772	Random_Chr_028	99664	101017	+	1353	283
Gene_010773	Random_Chr_028	101260	102342	+	1082	189
Gene_010774	Random_Chr_028	103225	104921	+	1696	1216
Gene_010775	Random_Chr_028	107673	108761	+	1088	257.67
Gene_010776	Random_Chr_028	108911	110679	+	1768	53.45
Gene_010777	Random_Chr_028	116213	116799	+	586	0
Gene_010778	Random_Chr_028	117688	120247	+	2559	273.25
Gene_010779	Random_Chr_028	122486	125146	-	2660	714.16
Gene_010780	Random_Chr_028	128075	130959	+	2884	591.83
Gene_010781	Random_Chr_028	132317	132514	+	197	0
Gene_010782	Random_Chr_028	137851	138332	-	481	0
Gene_010783	Random_Chr_028	138526	140347	-	1821	0
Gene_010784	Random_Chr_028	140853	141410	+	557	1
Gene_010785	Random_Chr_028	141535	142131	+	596	0
Gene_010786	Random_Chr_028	142262	152438	-	10176	60.92
Gene_010787	Random_Chr_028	152549	153287	+	738	79.67
Gene_010788	Random_Chr_028	154133	154330	+	197	0
Gene_010789	Random_Chr_028	154433	154681	+	248	2.33
Gene_010790	Random_Chr_028	156189	156878	-	689	984
Gene_010791	Random_Chr_028	157072	159108	-	2036	2690
Gene_010792	Random_Chr_028	159818	161781	+	1963	349
Gene_010793	Random_Chr_028	161783	162453	+	670	25
Gene_010794	Random_Chr_028	162802	163623	+	821	185
Gene_010795	Random_Chr_028	163946	165850	+	1904	2160
Gene_010796	Random_Chr_028	165852	167272	-	1420	3
Gene_010797	Random_Chr_028	168121	168993	+	872	26
Gene_010798	Random_Chr_028	169201	170904	-	1703	814
Gene_010799	Random_Chr_028	171511	173092	-	1581	521
Gene_010800	Random_Chr_028	173457	175173	+	1716	16
Gene_010801	Random_Chr_028	175778	176233	+	455	28
Gene_010802	Random_Chr_028	176300	177433	+	1133	49
Gene_010803	Random_Chr_028	178017	178288	+	271	12
Gene_010804	Random_Chr_028	178290	180306	+	2016	103
Gene_010805	Random_Chr_028	180391	181377	+	986	46
Gene_010806	Random_Chr_028	181379	182143	+	764	36
Gene_010807	Random_Chr_028	182145	182823	+	678	24
Gene_010808	Random_Chr_028	183124	185465	+	2341	215
Gene_010809	Random_Chr_028	185467	185927	-	460	143
Gene_010810	Random_Chr_028	188298	191256	-	2958	490
Gene_010811	Random_Chr_028	191580	191957	-	377	0
Gene_010812	Random_Chr_028	192142	194600	-	2458	48
Gene_010813	Random_Chr_028	194899	197050	-	2151	56
Gene_010814	Random_Chr_028	197246	199022	-	1776	61
Gene_010815	Random_Chr_028	199602	200339	-	737	70
Gene_010816	Random_Chr_028	200764	202617	-	1853	93
Gene_010817	Random_Chr_028	202908	205641	-	2733	65.6
Gene_010818	Random_Chr_028	205841	208574	-	2733	65.6
Gene_010819	Random_Chr_028	208743	210204	-	1461	1877.89
Gene_010820	Random_Chr_028	210537	211655	+	1118	1055
Gene_010821	Random_Chr_028	212329	212826	-	497	10
Gene_010822	Random_Chr_028	213240	214257	+	1017	8
Gene_010823	Random_Chr_028	214342	216465	+	2123	273
Gene_010824	Random_Chr_028	216467	217902	+	1435	67
Gene_010825	Random_Chr_028	218123	222434	+	4311	4724
Gene_010826	Random_Chr_028	222449	224882	-	2433	389
Gene_010827	Random_Chr_028	227044	229762	+	2718	94
Gene_010828	Random_Chr_028	229764	232207	+	2443	914.85
Gene_010829	Random_Chr_028	232209	233382	+	1173	823.33
Gene_010830	Random_Chr_028	233533	234531	+	998	153.18
Gene_010831	Random_Chr_028	235501	236949	+	1448	478
Gene_010832	Random_Chr_028	237385	239202	-	1817	10
Gene_010833	Random_Chr_028	239631	245803	-	6172	0
Gene_010834	Random_Chr_028	246205	246795	+	590	112
Gene_010835	Random_Chr_028	249989	251072	+	1083	1
Gene_010836	Random_Chr_028	252110	252752	+	642	57
Gene_010837	Random_Chr_028	252754	253659	-	905	865
Gene_010838	Random_Chr_028	253853	255457	-	1604	412
Gene_010839	Random_Chr_028	256797	257647	-	850	545
Gene_010840	Random_Chr_028	257649	258753	-	1104	79
Gene_010841	Random_Chr_028	259041	259478	+	437	2
Gene_010842	Random_Chr_028	259782	260695	-	913	15
Gene_010843	Random_Chr_028	261745	261936	-	191	4
Gene_010844	Random_Chr_028	263447	264150	+	703	33
Gene_010845	Random_Chr_028	264266	265161	-	895	5
Gene_010846	Random_Chr_028	265410	268132	-	2722	1227
Gene_010847	Random_Chr_028	269135	270465	+	1330	30
Gene_010848	Random_Chr_028	270715	272492	+	1777	683
Gene_010849	Random_Chr_028	272761	276887	-	4126	25
Gene_010850	Random_Chr_028	277179	277457	-	278	14
Gene_010851	Random_Chr_028	277817	279242	+	1425	1425
Gene_010852	Random_Chr_028	279853	282395	-	2542	51
Gene_010853	Random_Chr_028	282829	283299	-	470	11
Gene_010854	Random_Chr_028	283848	285725	-	1877	140
Gene_010855	Random_Chr_028	286385	288169	+	1784	1204
Gene_010856	Random_Chr_028	288622	290676	-	2054	1752
Gene_010857	Random_Chr_028	292758	293059	-	301	23
Gene_010858	Random_Chr_028	294533	294910	+	377	0
Gene_010859	Random_Chr_028	296923	298457	+	1534	204
Gene_010860	Random_Chr_028	300499	300716	-	217	201
Gene_010861	Random_Chr_028	301170	301445	+	275	3
Gene_010862	Random_Chr_028	301700	304716	+	3016	630
Gene_010863	Random_Chr_028	304794	307195	+	2401	711
Gene_010864	Random_Chr_028	307197	307589	-	392	306
Gene_010865	Random_Chr_028	307976	309437	-	1461	4
Gene_010866	Random_Chr_028	310043	310248	-	205	4
Gene_010867	Random_Chr_028	313490	313741	-	251	445
Gene_010868	Random_Chr_028	314363	314584	-	221	26
Gene_010869	Random_Chr_028	317865	318272	-	407	186
Gene_010870	Random_Chr_028	318798	320128	-	1330	686
Gene_010871	Random_Chr_028	320656	320904	-	248	96
Gene_010872	Random_Chr_028	321163	323066	-	1903	744.67
Gene_010873	Random_Chr_028	324796	326587	-	1791	36.58
Gene_010874	Random_Chr_028	328576	330289	+	1713	2
Gene_010875	Random_Chr_028	330560	333550	+	2990	619
Gene_010876	Random_Chr_028	333885	335763	+	1878	8
Gene_010877	Random_Chr_028	335846	336160	+	314	0
Gene_010878	Random_Chr_028	336310	336974	-	664	2
Gene_010879	Random_Chr_028	338144	340165	+	2021	120
Gene_010880	Random_Chr_028	340193	340685	-	492	964
Gene_010881	Random_Chr_028	340963	341484	+	521	82
Gene_010882	Random_Chr_028	341555	342181	-	626	4
Gene_010883	Random_Chr_028	342587	343987	-	1400	95
Gene_010884	Random_Chr_028	344513	344797	-	284	1
Gene_010885	Random_Chr_028	345370	345951	+	581	1
Gene_010886	Random_Chr_028	346037	346845	-	808	9
Gene_010887	Random_Chr_028	348524	348928	+	404	5
Gene_010888	Random_Chr_028	349970	350185	+	215	0
Gene_010889	Random_Chr_028	350647	352637	-	1990	59.67
Gene_010890	Random_Chr_028	353034	353597	-	563	0
Gene_010891	Random_Chr_028	355250	355654	+	404	0
Gene_010892	Random_Chr_028	356070	357497	+	1427	17
Gene_010893	Random_Chr_028	357688	358302	+	614	0
Gene_010894	Random_Chr_028	358395	359132	-	737	302
Gene_010895	Random_Chr_028	359723	361753	+	2030	790
Gene_010896	Random_Chr_028	363167	365015	-	1848	0
Gene_010897	Random_Chr_029	150	713	+	563	1255
Gene_010898	Random_Chr_029	1969	2935	-	966	337
Gene_010899	Random_Chr_029	3206	6464	+	3258	366
Gene_010900	Random_Chr_029	6772	8255	+	1483	523
Gene_010901	Random_Chr_029	9110	9769	-	659	2
Gene_010902	Random_Chr_029	9905	10096	-	191	1
Gene_010903	Random_Chr_029	11446	11604	-	158	1
Gene_010904	Random_Chr_029	12348	12647	+	299	251
Gene_010905	Random_Chr_029	12750	13967	-	1217	12
Gene_010906	Random_Chr_029	14038	14713	-	675	2
Gene_010907	Random_Chr_029	14870	15301	-	431	1
Gene_010908	Random_Chr_029	15375	16397	-	1022	0
Gene_010909	Random_Chr_029	17615	18417	-	802	3387
Gene_010910	Random_Chr_029	18768	21574	+	2806	5786
Gene_010911	Random_Chr_029	21767	25387	-	3620	99
Gene_010912	Random_Chr_029	27086	27688	+	602	1361
Gene_010913	Random_Chr_029	27910	28361	+	451	103
Gene_010914	Random_Chr_029	28546	30564	-	2018	1662
Gene_010915	Random_Chr_029	30888	31994	+	1106	243
Gene_010916	Random_Chr_029	32900	34190	-	1290	99
Gene_010917	Random_Chr_029	34668	36038	-	1370	658
Gene_010918	Random_Chr_029	38439	39910	-	1471	250
Gene_010919	Random_Chr_029	40103	40794	-	691	86
Gene_010920	Random_Chr_029	41128	42078	+	950	8
Gene_010921	Random_Chr_029	42759	46175	+	3416	182
Gene_010922	Random_Chr_029	46582	46925	+	343	557
Gene_010923	Random_Chr_029	47372	48139	+	767	1
Gene_010924	Random_Chr_029	48464	49135	+	671	95
Gene_010925	Random_Chr_029	49884	50642	+	758	316
Gene_010926	Random_Chr_029	51349	52161	+	812	0
Gene_010927	Random_Chr_029	52480	57648	+	5168	1910
Gene_010928	Random_Chr_029	57650	60587	-	2937	3012
Gene_010929	Random_Chr_029	60833	66106	+	5273	3718.5
Gene_010930	Random_Chr_029	66175	66924	-	749	2
Gene_010931	Random_Chr_029	67409	68239	-	830	2
Gene_010932	Random_Chr_029	68494	69336	-	842	0
Gene_010933	Random_Chr_029	69696	70813	-	1117	31
Gene_010934	Random_Chr_029	71690	72418	-	728	0
Gene_010935	Random_Chr_029	74304	77174	-	2870	4499.5
Gene_010936	Random_Chr_029	77368	79929	+	2561	444
Gene_010937	Random_Chr_029	80000	81035	-	1035	324
Gene_010938	Random_Chr_029	81959	82831	+	872	8
Gene_010939	Random_Chr_029	82906	84411	+	1505	362
Gene_010940	Random_Chr_029	84502	85631	+	1129	467
Gene_010941	Random_Chr_029	85869	86339	+	470	285
Gene_010942	Random_Chr_029	86701	87727	+	1026	511
Gene_010943	Random_Chr_029	87823	89800	-	1977	107
Gene_010944	Random_Chr_029	90038	91273	-	1235	47
Gene_010945	Random_Chr_029	91864	94098	+	2234	1391.33
Gene_010946	Random_Chr_029	94444	94972	+	528	2
Gene_010947	Random_Chr_029	95065	97157	-	2092	1
Gene_010948	Random_Chr_029	97326	98914	-	1588	1192
Gene_010949	Random_Chr_029	99215	100618	+	1403	449
Gene_010950	Random_Chr_029	101216	103345	-	2129	67
Gene_010951	Random_Chr_029	104067	104969	-	902	0
Gene_010952	Random_Chr_029	106310	106889	+	579	0
Gene_010953	Random_Chr_029	109122	110176	+	1054	0.5
Gene_010954	Random_Chr_029	112445	113383	+	938	3
Gene_010955	Random_Chr_029	113701	114576	-	875	4
Gene_010956	Random_Chr_029	116003	116254	-	251	0
Gene_010957	Random_Chr_029	118171	118242	+	71	0
Gene_010958	Random_Chr_029	122407	123226	+	819	0
Gene_010959	Random_Chr_029	124808	129763	-	4955	131.38
Gene_010960	Random_Chr_029	130193	135065	+	4872	8.25
Gene_010961	Random_Chr_029	137527	137993	+	466	0
Gene_010962	Random_Chr_029	137995	138752	-	757	101
Gene_010963	Random_Chr_029	139384	139611	+	227	10
Gene_010964	Random_Chr_029	139708	140028	-	320	0
Gene_010965	Random_Chr_029	140190	141908	+	1718	25
Gene_010966	Random_Chr_029	142506	142757	-	251	590
Gene_010967	Random_Chr_029	142940	143558	+	618	706
Gene_010968	Random_Chr_029	143679	143959	-	280	2
Gene_010969	Random_Chr_029	144968	145894	+	926	2
Gene_010970	Random_Chr_029	146470	151273	-	4803	349
Gene_010971	Random_Chr_029	151279	152703	+	1424	29
Gene_010972	Random_Chr_029	152705	154029	-	1324	17
Gene_010973	Random_Chr_029	154425	154682	-	257	0
Gene_010974	Random_Chr_029	155957	156658	+	701	162
Gene_010975	Random_Chr_029	156777	157769	-	992	28
Gene_010976	Random_Chr_029	158101	159033	-	932	67
Gene_010977	Random_Chr_029	159422	163399	+	3977	376
Gene_010978	Random_Chr_029	163503	163904	-	401	6
Gene_010979	Random_Chr_029	164330	165821	+	1491	467
Gene_010980	Random_Chr_029	165944	166806	+	862	460
Gene_010981	Random_Chr_029	166845	168276	-	1431	12
Gene_010982	Random_Chr_029	168449	168522	-	73	0
Gene_010983	Random_Chr_029	168991	170124	+	1133	3
Gene_010984	Random_Chr_029	170126	174312	-	4186	1635
Gene_010985	Random_Chr_029	177030	178236	+	1206	14
Gene_010986	Random_Chr_029	178468	179295	-	827	96
Gene_010987	Random_Chr_029	179871	181463	-	1592	934
Gene_010988	Random_Chr_029	182361	183221	+	860	152
Gene_010989	Random_Chr_029	183346	184136	+	790	121
Gene_010990	Random_Chr_029	184138	184714	+	576	12
Gene_010991	Random_Chr_029	184758	186491	-	1733	420
Gene_010992	Random_Chr_029	186829	187143	+	314	2
Gene_010993	Random_Chr_029	187325	189151	+	1826	521
Gene_010994	Random_Chr_029	189473	191372	+	1899	1116
Gene_010995	Random_Chr_029	191375	191743	-	368	2
Gene_010996	Random_Chr_029	191827	192351	-	524	19
Gene_010997	Random_Chr_029	192509	193231	-	722	71
Gene_010998	Random_Chr_029	193931	195161	+	1230	794
Gene_010999	Random_Chr_029	195253	195951	+	698	0
Gene_011000	Random_Chr_029	198225	198926	+	701	139
Gene_011001	Random_Chr_029	199464	200575	-	1111	35
Gene_011002	Random_Chr_029	203465	204015	-	550	0
Gene_011003	Random_Chr_029	204838	205653	+	815	1
Gene_011004	Random_Chr_029	206160	207277	+	1117	0
Gene_011005	Random_Chr_029	207279	208530	-	1251	2087
Gene_011006	Random_Chr_029	208532	209143	+	611	185
Gene_011007	Random_Chr_029	209145	210257	-	1112	0
Gene_011008	Random_Chr_029	211128	212060	+	932	127
Gene_011009	Random_Chr_029	212283	213314	-	1031	0
Gene_011010	Random_Chr_029	215070	215369	-	299	0
Gene_011011	Random_Chr_029	217942	218665	+	723	18
Gene_011012	Random_Chr_029	218667	220842	-	2175	90
Gene_011013	Random_Chr_029	221827	222456	+	629	226.5
Gene_011014	Random_Chr_029	224413	225006	+	593	32
Gene_011015	Random_Chr_029	225374	226357	+	983	3
Gene_011016	Random_Chr_029	227106	228128	-	1022	5
Gene_011017	Random_Chr_029	228206	228613	-	407	0
Gene_011018	Random_Chr_029	228891	229462	+	571	945
Gene_011019	Random_Chr_029	229518	230868	-	1350	589
Gene_011020	Random_Chr_029	231571	237300	+	5729	1511
Gene_011021	Random_Chr_029	237434	238715	+	1281	3
Gene_011022	Random_Chr_029	238954	240909	+	1955	2759
Gene_011023	Random_Chr_029	241768	243839	+	2071	868
Gene_011024	Random_Chr_029	244279	244900	+	621	150
Gene_011025	Random_Chr_029	246926	248014	-	1088	30
Gene_011026	Random_Chr_029	249507	251358	+	1851	145
Gene_011027	Random_Chr_029	252557	254137	+	1580	12
Gene_011028	Random_Chr_029	254197	254873	+	676	3
Gene_011029	Random_Chr_029	256409	258466	+	2057	22
Gene_011030	Random_Chr_029	258740	261388	+	2648	1545
Gene_011031	Random_Chr_029	261769	263101	+	1332	120
Gene_011032	Random_Chr_029	263507	264415	+	908	146
Gene_011033	Random_Chr_029	264610	266380	+	1770	1027
Gene_011034	Random_Chr_029	266696	267124	-	428	1
Gene_011035	Random_Chr_029	267189	268648	-	1459	36
Gene_011036	Random_Chr_029	269001	270779	+	1778	1856
Gene_011037	Random_Chr_029	270996	271286	+	290	69
Gene_011038	Random_Chr_029	271482	274561	+	3079	237
Gene_011039	Random_Chr_029	274792	275388	+	596	2
Gene_011040	Random_Chr_029	275560	276831	-	1271	283
Gene_011041	Random_Chr_029	276833	277528	-	695	170
Gene_011042	Random_Chr_029	277846	279932	+	2086	3017
Gene_011043	Random_Chr_029	279971	280468	-	497	8325
Gene_011044	Random_Chr_029	280711	283201	-	2490	2441
Gene_011045	Random_Chr_029	283466	284879	+	1413	737
Gene_011046	Random_Chr_029	284997	285179	+	182	2
Gene_011047	Random_Chr_029	285811	287874	-	2063	111
Gene_011048	Random_Chr_029	288488	289141	-	653	273
Gene_011049	Random_Chr_029	289532	292288	+	2756	2258
Gene_011050	Random_Chr_029	292290	294841	+	2551	2886
Gene_011051	Random_Chr_029	294847	295548	+	701	1117
Gene_011052	Random_Chr_029	295596	297058	-	1462	3766
Gene_011053	Random_Chr_029	297505	299759	+	2254	1768
Gene_011054	Random_Chr_029	299812	301754	-	1942	30
Gene_011055	Random_Chr_029	302166	305049	+	2883	518
Gene_011056	Random_Chr_029	305051	305796	+	745	10
Gene_011057	Random_Chr_029	312581	312653	+	72	0
Gene_011058	Random_Chr_029	312811	312895	+	84	0
Gene_011059	Random_Chr_029	313378	318142	-	4764	128
Gene_011060	Random_Chr_029	318400	321196	-	2796	8
Gene_011061	Random_Chr_029	321618	323063	-	1445	651.5
Gene_011062	Random_Chr_029	323272	327303	+	4031	273
Gene_011063	Random_Chr_029	327557	329579	+	2022	27
Gene_011064	Random_Chr_029	329629	331458	-	1829	61
Gene_011065	Random_Chr_029	331786	332397	-	611	6
Gene_011066	Random_Chr_029	332684	333352	+	668	19
Gene_011067	Random_Chr_029	333436	335167	+	1731	269
Gene_011068	Random_Chr_029	336573	336926	+	353	0
Gene_011069	Random_Chr_029	338174	339517	-	1343	43
Gene_011070	Random_Chr_029	339735	340169	+	434	178
Gene_011071	Random_Chr_029	340387	346560	+	6173	5315.98
Gene_011072	Random_Chr_029	346575	351973	-	5398	4008.96
Gene_011073	Random_Chr_029	352161	352677	-	516	1
Gene_011074	Random_Chr_029	352793	354739	-	1946	157
Gene_011075	Random_Chr_029	356293	356802	+	509	1
Gene_011076	Random_Chr_030	2432	4963	-	2531	1398
Gene_011077	Random_Chr_030	5443	6253	+	810	1895
Gene_011078	Random_Chr_030	7518	7940	+	422	796
Gene_011079	Random_Chr_030	7947	10806	-	2859	2309
Gene_011080	Random_Chr_030	11049	12753	+	1704	2245
Gene_011081	Random_Chr_030	12974	14276	+	1302	328
Gene_011082	Random_Chr_030	14532	15280	-	748	19
Gene_011083	Random_Chr_030	15424	18007	-	2583	3458
Gene_011084	Random_Chr_030	18544	18726	+	182	1622
Gene_011085	Random_Chr_030	18750	20800	-	2050	1277
Gene_011086	Random_Chr_030	21017	21816	-	799	469
Gene_011087	Random_Chr_030	22087	23514	+	1427	1298
Gene_011088	Random_Chr_030	23597	24522	-	925	2065
Gene_011089	Random_Chr_030	25528	26043	-	515	98940
Gene_011090	Random_Chr_030	27099	27560	-	461	101240
Gene_011091	Random_Chr_030	28419	29670	+	1251	1910
Gene_011092	Random_Chr_030	29672	31105	-	1433	574
Gene_011093	Random_Chr_030	31270	33074	-	1804	1912
Gene_011094	Random_Chr_030	33244	34092	-	848	6
Gene_011095	Random_Chr_030	35137	36348	+	1211	774
Gene_011096	Random_Chr_030	36586	38381	-	1795	549
Gene_011097	Random_Chr_030	39027	39681	+	654	469
Gene_011098	Random_Chr_030	39812	40999	+	1187	20745
Gene_011099	Random_Chr_030	41061	42578	-	1517	483
Gene_011100	Random_Chr_030	43809	46378	+	2569	8
Gene_011101	Random_Chr_030	46677	46936	+	259	1
Gene_011102	Random_Chr_030	46938	47667	-	729	1599
Gene_011103	Random_Chr_030	48222	49551	+	1329	1249
Gene_011104	Random_Chr_030	49726	50776	+	1050	543
Gene_011105	Random_Chr_030	51134	53060	+	1926	1106
Gene_011106	Random_Chr_030	53213	55158	+	1945	1591
Gene_011107	Random_Chr_030	57689	58555	+	866	0
Gene_011108	Random_Chr_030	58889	59851	+	962	4
Gene_011109	Random_Chr_030	60118	62908	-	2790	93
Gene_011110	Random_Chr_030	63019	63957	-	938	11701
Gene_011111	Random_Chr_030	64408	65400	-	992	285
Gene_011112	Random_Chr_030	65529	65711	-	182	31
Gene_011113	Random_Chr_030	66246	67250	+	1004	40
Gene_011114	Random_Chr_030	67493	70683	+	3190	10
Gene_011115	Random_Chr_030	70836	73082	+	2246	5
Gene_011116	Random_Chr_030	73367	75813	+	2446	11
Gene_011117	Random_Chr_030	75931	76368	-	437	379
Gene_011118	Random_Chr_030	76758	80277	+	3519	58
Gene_011119	Random_Chr_030	80359	82839	-	2480	552
Gene_011120	Random_Chr_030	83125	84192	-	1067	36
Gene_011121	Random_Chr_030	84716	85687	+	971	753
Gene_011122	Random_Chr_030	85803	87889	-	2086	18
Gene_011123	Random_Chr_030	88264	88769	+	505	379
Gene_011124	Random_Chr_030	88840	91830	-	2990	1836
Gene_011125	Random_Chr_030	92513	93406	+	893	897
Gene_011126	Random_Chr_030	93563	96428	+	2865	3709
Gene_011127	Random_Chr_030	96641	97450	+	809	1
Gene_011128	Random_Chr_030	97499	98194	-	695	421
Gene_011129	Random_Chr_030	98401	100211	-	1810	517
Gene_011130	Random_Chr_030	100384	101374	+	990	4
Gene_011131	Random_Chr_030	101560	102295	+	735	7
Gene_011132	Random_Chr_030	102394	103389	+	995	2
Gene_011133	Random_Chr_030	103440	107877	-	4437	1529
Gene_011134	Random_Chr_030	109454	109924	-	470	0
Gene_011135	Random_Chr_030	110603	111291	-	688	17
Gene_011136	Random_Chr_030	112142	112505	+	363	2
Gene_011137	Random_Chr_030	113339	114626	+	1287	1329
Gene_011138	Random_Chr_030	114737	115419	-	682	33
Gene_011139	Random_Chr_030	115513	118248	-	2735	2029
Gene_011140	Random_Chr_030	118402	118902	-	500	85
Gene_011141	Random_Chr_030	119208	119963	+	755	215
Gene_011142	Random_Chr_030	120304	120723	-	419	0
Gene_011143	Random_Chr_030	121303	121667	-	364	0
Gene_011144	Random_Chr_030	121763	123450	-	1687	7
Gene_011145	Random_Chr_030	123452	124861	-	1409	25
Gene_011146	Random_Chr_030	126032	127870	+	1838	3929
Gene_011147	Random_Chr_030	127955	129268	-	1313	634
Gene_011148	Random_Chr_030	129733	131302	+	1569	686
Gene_011149	Random_Chr_030	137934	139542	+	1608	765
Gene_011150	Random_Chr_030	139602	139919	-	317	15
Gene_011151	Random_Chr_030	140039	141573	-	1534	31
Gene_011152	Random_Chr_030	142727	144454	+	1727	381
Gene_011153	Random_Chr_030	144499	146667	-	2168	418
Gene_011154	Random_Chr_030	147011	149230	+	2219	259
Gene_011155	Random_Chr_030	149389	150709	-	1320	675
Gene_011156	Random_Chr_030	150806	151483	+	677	104
Gene_011157	Random_Chr_030	151517	152760	-	1243	106
Gene_011158	Random_Chr_030	152990	153899	+	909	1152
Gene_011159	Random_Chr_030	154004	154936	+	932	5
Gene_011160	Random_Chr_030	155077	155618	-	541	3
Gene_011161	Random_Chr_030	155752	157219	-	1467	990
Gene_011162	Random_Chr_030	157827	159123	+	1296	2901
Gene_011163	Random_Chr_030	159180	160270	-	1090	543
Gene_011164	Random_Chr_030	160272	161602	-	1330	593.17
Gene_011165	Random_Chr_030	161711	164807	-	3096	1777
Gene_011166	Random_Chr_030	164809	166939	-	2130	863
Gene_011167	Random_Chr_030	167517	169533	+	2016	750
Gene_011168	Random_Chr_030	169721	170017	-	296	113
Gene_011169	Random_Chr_030	170211	170594	-	383	1
Gene_011170	Random_Chr_030	171884	172669	-	785	118
Gene_011171	Random_Chr_030	174505	175251	-	746	8
Gene_011172	Random_Chr_030	175714	176514	-	800	0
Gene_011173	Random_Chr_030	177054	179647	-	2593	803
Gene_011174	Random_Chr_030	179849	182661	-	2812	5
Gene_011175	Random_Chr_030	183301	184202	+	901	13
Gene_011176	Random_Chr_030	184232	185403	-	1171	318
Gene_011177	Random_Chr_030	185671	186347	+	676	50
Gene_011178	Random_Chr_030	186560	187542	-	982	4502
Gene_011179	Random_Chr_030	187544	189410	-	1866	1285
Gene_011180	Random_Chr_030	189412	191092	-	1680	5426
Gene_011181	Random_Chr_030	191297	192315	+	1018	559
Gene_011182	Random_Chr_030	193079	194297	+	1218	127
Gene_011183	Random_Chr_030	194394	194751	+	357	168
Gene_011184	Random_Chr_030	195133	196479	-	1346	846
Gene_011185	Random_Chr_030	197372	197575	-	203	2
Gene_011186	Random_Chr_030	198057	198428	-	371	81
Gene_011187	Random_Chr_030	199869	200132	+	263	0
Gene_011188	Random_Chr_030	200616	201543	+	927	34
Gene_011189	Random_Chr_030	201600	202144	-	544	550
Gene_011190	Random_Chr_030	202414	202869	-	455	0
Gene_011191	Random_Chr_030	203033	203701	-	668	1
Gene_011192	Random_Chr_030	204625	204798	-	173	13
Gene_011193	Random_Chr_030	205505	206053	-	548	1
Gene_011194	Random_Chr_030	206334	207127	+	793	53
Gene_011195	Random_Chr_030	207297	209720	-	2423	189
Gene_011196	Random_Chr_030	212220	213715	+	1495	1052
Gene_011197	Random_Chr_030	213982	214934	+	952	660
Gene_011198	Random_Chr_030	215073	215981	-	908	3177.5
Gene_011199	Random_Chr_030	216259	218030	+	1771	89
Gene_011200	Random_Chr_030	218516	219298	-	782	35
Gene_011201	Random_Chr_030	219657	221120	+	1463	9
Gene_011202	Random_Chr_030	222698	224304	+	1606	2357
Gene_011203	Random_Chr_030	224438	225678	+	1240	253
Gene_011204	Random_Chr_030	225941	226243	+	302	0
Gene_011205	Random_Chr_030	226375	229152	-	2777	64
Gene_011206	Random_Chr_030	229620	230207	+	587	274
Gene_011207	Random_Chr_030	230209	230998	+	789	406
Gene_011208	Random_Chr_030	231372	232875	-	1503	6
Gene_011209	Random_Chr_030	233395	234251	+	856	9
Gene_011210	Random_Chr_030	234350	235417	-	1067	242
Gene_011211	Random_Chr_030	235614	237211	-	1597	90
Gene_011212	Random_Chr_030	237453	238642	+	1189	1328
Gene_011213	Random_Chr_030	238747	239262	+	515	146
Gene_011214	Random_Chr_030	239530	239721	+	191	2
Gene_011215	Random_Chr_030	240798	248929	+	8131	4135
Gene_011216	Random_Chr_030	249582	250223	+	641	919
Gene_011217	Random_Chr_030	250350	252130	-	1780	1943
Gene_011218	Random_Chr_030	252696	254349	+	1653	803
Gene_011219	Random_Chr_030	254427	255604	-	1177	9151
Gene_011220	Random_Chr_030	256974	258873	-	1899	2051
Gene_011221	Random_Chr_030	259368	261044	-	1676	766
Gene_011222	Random_Chr_030	261158	263246	-	2088	1923
Gene_011223	Random_Chr_030	263373	265061	+	1688	2203.67
Gene_011224	Random_Chr_030	265542	266423	+	881	32
Gene_011225	Random_Chr_030	268607	269206	+	599	13
Gene_011226	Random_Chr_030	269340	269561	-	221	24
Gene_011227	Random_Chr_030	270534	271958	+	1424	149.5
